"Cod_TSE","Cod_IBGE","UF","localidade"
"39292","2931509","BA","TEOFILANDIA"
"33111","2900603","BA","AIQUARA"
"13390","2302008","CE","BARRO"
"31330","2801702","SE","CRISTINAPOLIS"
"20036","2505105","PB","CUITE"
"7714","2103703","MA","CURURUPU"
"14419","2307007","CE","JAGUARUANA"
"14834","2309102","CE","MULUNGU"
"37630","2923100","BA","OLINDINA"
"32018","2805109","SE","PEDRINHAS"
"21512","2512507","PB","QUEIMADAS"
"18112","2410702","RN","RIACHO DA CRUZ"
"92584","1718907","TO","SANTA ROSA DO TOCANTINS"
"52213","3161106","MG","SAO FRANCISCO"
"32417","2807105","SE","SIMAO DIAS"
"25836","2614204","PE","SIRINHAEM"
"73237","1721307","TO","TUPIRATINS"
"19232","2501203","PB","AREIAL"
"41033","3105202","MG","BANDEIRA"
"19496","2502409","PB","BONITO DE SANTA FE"
"33936","2904704","BA","BUERAREMA"
"16454","2402303","RN","CARAUBAS"
"93351","5206701","GO","DAMIANOPOLIS"
"44334","3121704","MG","DIOGO DE VASCONCELOS"
"16730","2403707","RN","FELIPE GUERRA"
"10871","2204402","PI","GILBUES"
"14095","2305407","CE","ICO"
"31593","2803005","SE","ITABAIANINHA"
"36030","2915106","BA","ITAGI"
"14354","2306702","CE","JAGUARETAMA"
"37435","2922102","BA","MUNDO NOVO"
"18155","2410900","RN","RIACHUELO"
"51292","3156502","MG","RUBELITA"
"32239","2806206","SE","SALGADO"
"5398","1507003","PA","SANTO ANTONIO DO TAUA"
"4820","1507466","PA","SAO JOAO DA PONTA"
"38997","2930006","BA","SEBASTIAO LARANJEIRAS"
"16209","2413557","RN","SERRINHA DOS PINTOS"
"22179","2515807","PB","SERRA REDONDA"
"22357","2516706","PB","TEIXEIRA"
"2070","1300300","AM","AUTAZES"
"20010","2505006","PB","CUBATI"
"45292","3126505","MG","FRANCISCO BADARO"
"35378","2911907","BA","IACU"
"31712","2803609","SE","LARANJEIRAS"
"31739","2803708","SE","MACAMBIRA"
"6076","1600402","AP","MAZAGAO"
"37370","2921807","BA","MORTUGABA"
"95214","1716208","TO","PARANA"
"25151","2610806","PE","PEDRA"
"22055","2515203","PB","SAO SEBASTIAO DO UMBUZEIRO"
"42382","3166956","MG","SERRANOPOLIS DE MINAS"
"39411","2932101","BA","UBAIRA"
"4073","1500404","PA","ALENQUER"
"10138","2200707","PI","ANISIO DE ABREU"
"16195","2401008","RN","APODI"
"34231","2906204","BA","CANARANA"
"19704","2504850","PB","COXIXOLA"
"36277","2916302","BA","ITAPEBI"
"46779","3133907","MG","ITAVERAVA"
"20494","2507408","PB","JERICO"
"47457","3137304","MG","LAGOA DOS PATOS"
"4952","1504802","PA","MONTE ALEGRE"
"32433","2807204","SE","SIRIRI"
"39640","2933257","BA","VEREDA"
"16276","2401404","RN","BAIA FORMOSA"
"35190","2911006","BA","FLORESTA AZUL"
"7668","2104677","MA","GOVERNADOR NUNES FREIRE"
"35718","2913507","BA","IGUAI"
"35831","2914109","BA","IPUPIARA"
"24538","2607703","PE","ITAPETIM"
"36498","2917409","BA","JACARACI"
"36820","2919058","BA","LAJEDO DO TABOCAL"
"19461","2509156","PB","MARIZOPOLIS"
"37257","2921203","BA","MIGUEL CALMON"
"37451","2922201","BA","MUNIZ FERREIRA"
"11550","2207801","PI","PAULISTANA"
"6084","1600154","AP","PEDRA BRANCA DO AMAPARI"
"32034","2805208","SE","PINHAO"
"5177","1505908","PA","PORTO DE MOZ"
"32174","2805901","SE","RIACHUELO"
"32310","2806602","SE","SANTO AMARO DAS BROTAS"
"31097","2800506","SE","AREIA BRANCA"
"30031","2401453","RN","BARAUNA"
"7382","2102556","MA","CAMPESTRE DO MARANHAO"
"34436","2907202","BA","CASA NOVA"
"43214","3116100","MG","CHAPADA DO NORTE"
"43257","3116308","MG","CIPOTANEA"
"14370","2306801","CE","JAGUARIBARA"
"55034","5004809","MS","JAPORA"
"73520","1712454","TO","LUZINOPOLIS"
"24813","2609105","PE","MACHADOS"
"20834","2509107","PB","MARI"
"48577","3142908","MG","MONTE AZUL"
"12262","2207355","PI","PAJEU DO PIAUI"
"28371","2706901","AL","PILAR"
"21954","2514701","PB","SAO JOSE DO SABUGI"
"8389","2111532","MA","SAO PEDRO DA AGUA BRANCA"
"93386","5200829","GO","AMARALINA"
"73075","1701051","TO","ANGICO"
"73512","1700301","TO","AGUIARNOPOLIS"
"31038","2800209","SE","AQUIDABA"
"33596","2903003","BA","BARRA DO MENDES"
"19356","2501708","PB","BARRA DE SAO MIGUEL"
"41319","3106606","MG","BERTOPOLIS"
"93831","5209408","GO","GUARANI DE GOIAS"
"45918","3129608","MG","IBIAI"
"16080","2404853","RN","ITAJA"
"30694","2918555","BA","JUSSARI"
"11193","2206001","PI","MARCOS PARENTE"
"37737","2923605","BA","PARAMIRIM"
"17957","2409803","RN","PEDRO VELHO"
"37974","2924801","BA","PIRITIBA"
"41408","3152131","MG","PONTO CHIQUE"
"38806","2928950","BA","SAO DOMINGOS"
"53171","3165909","MG","SENADOR MODESTINO GONCALVES"
"16020","2413359","RN","SERRA DO MEL"
"32514","2807600","SE","UMBAUBA"
"19348","2517407","PB","ZABELE"
"4138","1500701","PA","ANAJAS"
"13056","2300309","CE","ACOPIARA"
"31275","2801405","SE","CARIRA"
"35033","2910206","BA","DOM MACEDO COSTA"
"20257","2506202","PB","FREI MARTINHO"
"35513","2912509","BA","IBIPITANGA"
"35815","2914000","BA","IPIRA"
"5070","1505403","PA","OUREM"
"5118","1505601","PA","PEIXE-BOI"
"38750","2928802","BA","SANTO ESTEVAO"
"18732","2413805","RN","TABOLEIRO GRANDE"
"6173","1600709","AP","TARTARUGALZINHO"
"40096","3100500","MG","ACUCENA"
"19216","2501104","PB","AREIA"
"19593","2502904","PB","BREJO DOS SANTOS"
"23850","2604304","PE","CEDRO"
"34851","2909307","BA","CORRENTINA"
"41963","3120151","MG","CRISOLITA"
"35017","2910107","BA","DOM BASILIO"
"15938","2305357","CE","ICAPUI"
"4634","1503200","PA","IGARAPE ACU"
"31810","2804102","SE","MOITA BONITA"
"4936","1504703","PA","MOJU"
"15474","2312304","CE","SAO BENEDITO"
"9113","2110708","MA","SAO DOMINGOS DO MARANHAO"
"18570","2413003","RN","SAO VICENTE"
"98574","2313955","CE","VARJOTA"
"2038","1300102","AM","ANORI"
"73121","1703305","TO","BOM JESUS DO TOCANTINS"
"19518","2502508","PB","BOQUEIRAO"
"34193","2906006","BA","CAMPO FORMOSO"
"36382","2916856","BA","ITATIM"
"4731","1503705","PA","ITUPIRANGA"
"14451","2307205","CE","JATI"
"7749","2105450","MA","JATOBA"
"10367","2205953","PI","MARCOLANDIA"
"94676","5213509","GO","MONTE ALEGRE DE GOIAS"
"8532","2107704","MA","PARAIBANO"
"21296","2511400","PB","PICUI"
"19135","2500700","PB","SAO JOAO DO RIO DO PEIXE"
"28851","2709301","AL","UNIAO DOS PALMARES"
"12238","2211209","PI","URUCUI"
"39616","2933109","BA","VARZEA DO POCO"
"28878","2709400","AL","VICOSA"
"18970","2414902","RN","VICOSA"
"39993","2933455","BA","WANDERLEY"
"10278","2201408","PI","BARRO DURO"
"3077","1400159","RR","BONFIM"
"31232","2801207","SE","CANINDE DO SAO FRANCISCO"
"43079","3115409","MG","CATAS ALTAS DA NORUEGA"
"93050","5205307","GO","CAVALCANTE"
"93130","1705607","TO","CONCEICAO DO TOCANTINS"
"16772","2403905","RN","FRANCISCO DANTAS"
"14273","2306306","CE","ITAPAGE"
"36650","2918209","BA","JIQUIRICA"
"24651","2608305","PE","JUPI"
"1554","1200344","AC","MANUEL URBANO"
"48275","3141405","MG","MEDINA"
"14850","2309201","CE","NOVA OLINDA"
"4421","1505064","PA","NOVO REPARTIMENTO"
"2690","1303403","AM","PARINTINS"
"38016","2925006","BA","PLANALTO"
"38130","2925600","BA","PRESIDENTE DUTRA"
"6009","1600550","AP","PRACUUBA"
"8281","2110856","MA","SAO FRANCISCO DO BREJAO"
"23116","2600609","PE","ALAGOINHA"
"2895","1300029","AM","ALVARAES"
"16055","2400307","RN","AFONSO BEZERRA"
"41297","3106507","MG","BERILO"
"27456","2702306","AL","CORURIPE"
"15911","2304350","CE","FORQUILHA"
"16870","2404507","RN","GUAMARE"
"17213","2407609","RN","MESSIAS TARGINO"
"48534","3142700","MG","MONTALVANIA"
"28134","2705705","AL","OLHO D AGUA DAS FLORES"
"15130","2310605","CE","PENAFORTE"
"5150","1505809","PA","PORTEL"
"50652","3153301","MG","PRESIDENTE KUBITSCHEK"
"21555","2512705","PB","REMIGIO"
"18210","2411908","RN","SAO FRANCISCO DO OESTE"
"73164","1720937","TO","TAIPAS DO TOCANTINS"
"1473","1200609","AC","TARAUACA"
"13137","2300705","CE","ALTO SANTO"
"40193","3101003","MG","AGUAS VERMELHAS"
"2151","1300706","AM","BOCA DO ACRE"
"16357","2401800","RN","BREJINHO"
"4456","1502301","PA","CAPITAO POCO"
"34770","2908903","BA","CORACAO DE MARIA"
"36099","2915403","BA","ITAJU DO COLONIA"
"16977","2405009","RN","JACANA"
"40401","3139250","MG","MAMONAS"
"21156","2510709","PB","PASSAGEM"
"21199","2510907","PB","PAULISTA"
"21377","2511806","PB","PIRPIRITUBA"
"15695","2313401","CE","TIANGUA"
"7099","2100501","MA","ALTO PARNAIBA"
"19054","2500304","PB","ALAGOA GRANDE"
"16233","2401206","RN","ARES"
"23272","2601409","PE","BARREIROS"
"4561","1503044","PA","FLORESTA DO ARAGUAIA"
"31470","2802502","SE","GENERAL MAYNARD"
"7935","2104800","MA","GRAJAU"
"35599","2912905","BA","IBIRATAIA"
"46418","3132107","MG","ITACARAMBI"
"46930","3134707","MG","JACINTO"
"2011","1303205","AM","NOVO AYRAO"
"37796","2923902","BA","PAU BRASIL"
"21679","2513307","PB","SANTA HELENA"
"19224","2513943","PB","SAO DOMINGOS DO CARIRI"
"12050","2210300","PI","SAO JULIAO"
"73598","1709807","TO","IPUEIRAS"
"36951","2919702","BA","MACARANI"
"17477","2407401","RN","MARTINS"
"37770","2923803","BA","PARIPIRANGA"
"90182","5106851","MT","PORTO ESTRELA"
"25615","2613107","PE","SAO CAETANO"
"27430","2702207","AL","COQUEIRO SECO"
"35912","2914505","BA","IRARA"
"8095","2105500","MA","JOAO LISBOA"
"31771","2803906","SE","MALHADOR"
"31798","2804003","SE","MARUIM"
"41181","3145372","MG","NOVORIZONTE"
"49255","3146305","MG","PADRE PARAISO"
"28592","2708006","AL","SANTANA DO IPANEMA"
"18619","2413201","RN","SENADOR GEORGINO AVELINO"
"33430","2902203","BA","ARAMARI"
"31151","2800670","SE","BOQUIM"
"23892","2604502","PE","CHA GRANDE"
"34657","2908309","BA","CONCEICAO DO ALMEIDA"
"4510","1502608","PA","COLARES"
"34673","2908408","BA","CONCEICAO DO COITE"
"43893","3119500","MG","CORONEL MURTA"
"34975","2909901","BA","CURACA"
"35319","2911600","BA","GOVERNADOR MANGABEIRA"
"36471","2917300","BA","ITUBERA"
"42307","3136520","MG","JOSE GONCALVES DE MINAS"
"17370","2406908","RN","LUCRECIA"
"1090","1200336","AC","MANCIO LIMA"
"94692","1713601","TO","MONTE DO CARMO"
"31917","2804607","SE","NOSSA SENHORA DAS DORES"
"19267","2513851","PB","SANTO ANDRE"
"5410","1507102","PA","SAO CAETANO DE ODIVELAS"
"42544","3171071","MG","VEREDINHA"
"7196","2101004","MA","ARARI"
"13757","2303808","CE","CEDRO"
"24031","2605202","PE","ESCADA"
"4200","1503754","PA","JACAREACANGA"
"37150","2920700","BA","MARAU"
"93181","5213772","GO","MONTIVIDIU DO NORTE"
"31879","2804409","SE","NEOPOLIS"
"25011","2610103","PE","PALMEIRINA"
"21458","2512200","PB","PRATA"
"18171","2411007","RN","RODOLFO FERNANDES"
"32379","2806909","SE","SAO FRANCISCO"
"52590","3163003","MG","SAO JOSE DA SAFIRA"
"4545","1507961","PA","TERRA ALTA"
"39470","2932408","BA","UIBAI"
"20117","2505501","PB","VISTA SERRANA"
"12319","2200251","PI","ALAGOINHA"
"33553","2902807","BA","BARRA DA ESTIVA"
"16144","2403756","RN","FERNANDO PEDROSA"
"20311","2506509","PB","GURJAO"
"14176","2305803","CE","IPU"
"94498","5212709","GO","MAMBAI"
"2615","1302900","AM","MAUES"
"14699","2308401","CE","MISSAO VELHA"
"38415","2927002","BA","RIO REAL"
"38636","2928109","BA","SANTA MARIA DA VITORIA"
"2933","1300086","AM","ANAMA"
"40738","3103702","MG","ARAPONGA"
"34630","2908200","BA","CONCEICAO DA FEIRA"
"35173","2910909","BA","FIRMINO ALVES"
"24414","2607109","PE","INGAZEIRA"
"13480","2306256","CE","ITAITINGA"
"9695","2106755","MA","MIRANDA DO NORTE"
"73172","1715259","TO","NOVO JARDIM"
"88110","4315404","RS","REDENTORA"
"38210","2926004","BA","REMANSO"
"96113","5220702","GO","SITIO D ABADIA"
"7315","2101608","MA","BARRA DO CORDA"
"34754","2908804","BA","CONTENDAS DO SINCORA"
"40142","3122454","MG","DIVISOPOLIS"
"10839","2204204","PI","FRANCISCO SANTOS"
"35670","2913309","BA","ICHU"
"27677","2703403","AL","JACARE DOS HOMENS"
"31658","2803302","SE","JAPARATUBA"
"8133","2105708","MA","LAGO DA PEDRA"
"31992","2805000","SE","PEDRA MOLE"
"50636","3153202","MG","PRESIDENTE JUSCELINO"
"51012","3155108","MG","RIO DO PRADO"
"21598","2512903","PB","RIO TINTO"
"25674","2613404","PE","SAO JOSE DA COROA GRANDE"
"25712","2613602","PE","SAO JOSE DO EGITO"
"38911","2929602","BA","SAPEACU"
"10022","2200277","PI","ALEGRETE DO PIAUI"
"7153","2100808","MA","ANAPURUS"
"19844","2500775","PB","APARECIDA"
"31070","2800407","SE","ARAUA"
"44750","3123809","MG","ENGENHEIRO NAVARRO"
"24074","2605400","PE","FEIRA NOVA"
"14133","2305605","CE","INDEPENDENCIA"
"10995","2205003","PI","ITAINOPOLIS"
"36110","2915502","BA","ITAJUIPE"
"37010","2920007","BA","MAIQUINIQUE"
"21130","2510600","PB","OURO VELHO"
"17736","2408706","RN","PARAÚ"
"49670","3148400","MG","PAULISTAS"
"50156","3150802","MG","PIRANGA"
"95516","1717800","TO","PONTE ALTA DO BOM JESUS"
"38350","2926707","BA","RIO DE CONTAS"
"38652","2928208","BA","SANTANA"
"53236","3166204","MG","SENHORA DOS REMEDIOS"
"33693","2903508","BA","BELO CAMPO"
"19933","2504603","PB","CONDE"
"45551","3127800","MG","GRAO MOGOL"
"36374","2916807","BA","ITARANTIM"
"30996","2918357","BA","JOAO DOURADO"
"36730","2918605","BA","JUSSIAPE"
"36773","2918803","BA","LAJE"
"4995","1505007","PA","NOVA TIMBOTEUA"
"39942","2923035","BA","NOVO HORIZONTE"
"49239","3146206","MG","OURO VERDE DE MINAS"
"21474","2512309","PB","PRINCESA ISABEL"
"11819","2209104","PI","SANTA CRUZ DO PIAUI"
"53210","3166105","MG","SENHORA DO PORTO"
"26034","2615201","PE","TERRA NOVA"
"26239","2616209","PE","VERTENTES"
"5932","1501758","PA","BREJO GRANDE DO ARAGUAIA"
"34592","2908002","BA","COARACI"
"16675","2403400","RN","EQUADOR"
"36153","2915700","BA","ITAMARI"
"20796","2508901","PB","MAMANGUAPE"
"7889","2106326","MA","MARACACUME"
"24953","2609808","PE","OROCO"
"50474","3152402","MG","POTE"
"74802","4123857","PR","SANTA MARIA DO OESTE"
"38873","2929404","BA","SAO MIGUEL DAS MATAS"
"39438","2932200","BA","UBAITABA"
"18872","2414506","RN","UMARIZAL"
"39675","2933406","BA","WAGNER"
"40479","3102407","MG","ALVORADA DE MINAS"
"33316","2901601","BA","ANTAS"
"41769","3109253","MG","BUGRE"
"13510","2302602","CE","CAMOCIM"
"35696","2913408","BA","IGAPORA"
"40304","3135076","MG","JAMPRUCA"
"40568","3149952","MG","PERIQUITO"
"51497","3157500","MG","SANTA EFIGENIA DE MINAS"
"9199","2111102","MA","SAO JOAO DOS PATOS"
"41750","3108800","MG","BRAUNAS"
"33855","2904308","BA","BREJOES"
"19631","2503100","PB","CABACEIRAS"
"45110","3125606","MG","FELISBURGO"
"46450","3132305","MG","ITAIPE"
"16950","2404903","RN","ITAU"
"20770","2508802","PB","MALTA"
"27952","2704807","AL","MARIBONDO"
"37273","2921302","BA","MILAGRES"
"24872","2609402","PE","MORENO"
"94994","1715101","TO","NOVO ACORDO"
"14958","2309706","CE","PACATUBA"
"52310","3161601","MG","SAO GERALDO DA PIEDADE"
"15539","2312601","CE","SAO LUIS DO CURU"
"39900","2930766","BA","SITIO DO QUINTO"
"22217","2516003","PB","SOLANEA"
"26190","2616001","PE","VENTUROSA"
"10456","2202307","PI","CANTO DO BURITI"
"16756","2403806","RN","FLORANIA"
"42188","3128253","MG","GUARACIAMA"
"35947","2914653","BA","ITABELA"
"48399","3142007","MG","MIRABELA"
"4308","1505551","PA","PAU DARCO"
"15270","2311306","CE","QUIXADA"
"38393","2926905","BA","RIO DO PIRES"
"51314","3156601","MG","RUBIM"
"38598","2927903","BA","SANTA INES"
"25810","2614105","PE","SERTANIA"
"32476","2807402","SE","TOBIAS BARRETO"
"7234","2101202","MA","BACABAL"
"42536","3112703","MG","CAPITAO ENEAS"
"16519","2402600","RN","CEARA MIRIM"
"34576","2907905","BA","CIPO"
"23990","2605004","PE","CUPIRA"
"13501","2304459","CE","FORTIM"
"42323","3136553","MG","JOSE RAYDAN"
"17337","2406700","RN","LAJES"
"2534","1302504","AM","MANACAPURU"
"11312","2206605","PI","MONTE ALEGRE DO PIAUI"
"50431","3152204","MG","PORTEIRINHA"
"51810","3159100","MG","SANTANA DOS MONTES"
"38814","2929107","BA","SAO FELIPE"
"5550","1507805","PA","SENADOR JOSE PORFIRIO"
"22276","2516300","PB","SUME"
"4014","1500107","PA","ABAETETUBA"
"33014","2900108","BA","ABAIRA"
"10030","2200202","PI","AGUA BRANCA"
"92436","1702208","TO","ARAGUATINS"
"90310","5101605","MT","BARAO DE MELGACO"
"43613","3118106","MG","CONGONHAS DO NORTE"
"35050","2910305","BA","ELISIO MEDRADO"
"45330","3126703","MG","FRANCISCO SA"
"24430","2607208","PE","IPOJUCA"
"39730","2919157","BA","LAPAO"
"38822","2929057","BA","SAO FELIX DO CORIBE"
"21814","2514008","PB","SAO JOAO DO CARIRI"
"22233","2516102","PB","SOLEDADE"
"39519","2932606","BA","URANDI"
"96652","1722081","TO","WANDERLANDIA"
"23450","2602308","PE","BONITO"
"19577","2502805","PB","BREJO DO CRUZ"
"34550","2907806","BA","CICERO DANTAS"
"93211","1706001","TO","COUTO DE MAGALHAES"
"24015","2605103","PE","CUSTODIA"
"4677","1503408","PA","INHANGAPI"
"10936","2204709","PI","INHUMA"
"17132","2405801","RN","JOAO CAMARA"
"47350","3136801","MG","JURAMENTO"
"23183","2608750","PE","LAGOA GRANDE"
"73342","1713957","TO","MURICILANDIA"
"48836","3144201","MG","NACIP RAYDAN"
"21270","2511301","PB","PIANCO"
"40606","3154457","MG","RIACHINHO"
"4243","1506351","PA","SANTA BARBARA DO PARA"
"18295","2411502","RN","SANTO ANTONIO"
"40703","3162252","MG","SAO JOAO DA LAGOA"
"9253","2111607","MA","SAO RAIMUNDO DAS MANGABEIRAS"
"52833","3164209","MG","SAO ROMAO"
"42463","3170479","MG","URUANA DE MINAS"
"54399","3171907","MG","VIRGOLANDIA"
"23515","2602605","PE","BREJO DA MADRE DE DEUS"
"44199","3121001","MG","DATAS"
"93092","5208301","GO","DIVINOPOLIS DE GOIAS"
"14877","2309300","CE","NOVA RUSSAS"
"49697","3148509","MG","PAVAO"
"28410","2707107","AL","PIRANHAS"
"39098","2930501","BA","SERRINHA"
"96857","1702554","TO","AUGUSTINOPOLIS"
"41874","3109402","MG","BURITIZEIRO"
"23833","2604205","PE","CATENDE"
"7579","2103000","MA","CAXIAS"
"42129","3127354","MG","GLAUCILANDIA"
"20397","2506905","PB","ITABAIANA"
"94056","1710508","TO","ITACAJA"
"74527","4115739","PR","MATO RICO"
"94951","5214903","GO","NOVA ROMA"
"13285","2310852","CE","PINDORETAMA"
"38032","2925105","BA","POCOES"
"18058","2410306","RN","PRESIDENTE JUSCELINO"
"38270","2926301","BA","RIACHAO DO JACUIPE"
"25518","2612604","PE","SANTA MARIA DA BOA VISTA"
"18252","2411429","RN","SANTANA DO SERIDO"
"18350","2411809","RN","SAO FERNANDO"
"18538","2412807","RN","SAO RAFAEL"
"9377","2112209","MA","TIMON"
"30813","2906857","BA","CAPELA DO ALTO ALEGRE"
"45314","3126604","MG","FRANCISCO DUMONT"
"16853","2404408","RN","GROSSOS"
"35394","2912004","BA","IBIASSUCE"
"47295","3136504","MG","JORDANIA"
"24970","2609907","PE","OURICURI"
"17973","2409902","RN","PENDENCIAS"
"38237","2926103","BA","RETIROLANDIA"
"18414","2412203","RN","SAO JOSE DE MIPIBU"
"22039","2515104","PB","SAO SEB. DE LAGOA DE ROCA"
"15555","2312700","CE","SENADOR POMPEU"
"73008","1700251","TO","ABREULANDIA"
"92533","1702703","TO","AURORA DO TOCANTINS"
"4332","1501709","PA","BRAGANCA"
"7340","2102325","MA","BURITICUPU"
"41823","3112059","MG","CANTAGALO"
"20214","2506004","PB","ESPERANCA"
"14559","2307700","CE","MARANGUAPE"
"21750","2513703","PB","SANTA RITA"
"52817","3164100","MG","SAO PEDRO DO SUACUI"
"22438","2517100","PB","VARZEA"
"13412","2302107","CE","BATURITE"
"10359","2201804","PI","BOCAINA"
"41734","3108701","MG","BRAS PIRES"
"30830","2906873","BA","CAPIM GROSSO"
"31313","2801603","SE","CEDRO DE SAO JOAO"
"4120","1502954","PA","ELDORADO DO CARAJAS"
"16810","2404200","RN","GOIANINHA"
"20419","2507002","PB","ITAPORANGA"
"17191","2406106","RN","JUCURUTU"
"74985","4113254","PR","LARANJAL"
"48011","3140100","MG","MARILAC"
"14931","2309607","CE","PACAJUS"
"25119","2610608","PE","PAUDALHO"
"51470","3157401","MG","SANTA CRUZ DO ESCALVADO"
"95915","5219803","GO","SAO DOMINGOS"
"39896","2929255","BA","SAO GABRIEL"
"18490","2412609","RN","SAO PAULO DO POTENGI"
"53198","3166006","MG","SENHORA DE OLIVEIRA"
"15679","2313302","CE","TAUA"
"35416","2912103","BA","IBICARAI"
"47775","3138906","MG","MACHACALIS"
"37354","2921708","BA","MORRO DO CHAPEU"
"4162","1505494","PA","PALESTINA DO PARA"
"37699","2923407","BA","PALMAS DE MONTE ALTO"
"73261","1716307","TO","PAU DARCO"
"92487","1716653","TO","PEQUIZEIRO"
"11673","2208403","PI","PIRIPIRI"
"50610","3153103","MG","PRESIDENTE BERNARDES"
"2836","1303809","AM","SAO GABRIEL DA CACHOEIRA"
"18651","2413409","RN","SERRA NEGRA DO NORTE"
"96598","1720655","TO","SILVANOPOLIS"
"18996","2415008","RN","VILA FLOR"
"34118","2905602","BA","CAMACAN"
"34738","2908705","BA","CONDEUBA"
"93459","1707207","TO","DOIS IRMAOS DO TOCANTINS"
"13226","2304285","CE","EUZEBIO"
"6114","1600238","AP","FERREIRA GOMES"
"75850","4109500","PR","GUARAQUECABA"
"47090","3135506","MG","JEQUERI"
"47112","3135605","MG","JEQUITAI"
"47619","3138104","MG","LASSANCE"
"25259","2611309","PE","POMBOS"
"11770","2208908","PI","RIBEIRO GONCALVES"
"51195","3156007","MG","RIO VERMELHO"
"4286","1508050","PA","TRAIRAO"
"18953","2414803","RN","VERA CRUZ"
"54330","3171600","MG","VIRGEM DA LAPA"
"23051","2600302","PE","AGRESTINA"
"13218","2301109","CE","ARACATI"
"4049","1501576","PA","BOM JESUS DO TOCANTINS"
"42617","3113107","MG","CARANAIBA"
"43290","3116506","MG","CLARO DOS POCOES"
"44857","3124302","MG","ESPINOSA"
"81426","4205175","SC","ENTRE RIOS"
"61603","3522158","SP","ITAOCA"
"23264","2608057","PE","JATOBA"
"37516","2922508","BA","NAZARE"
"32050","2805307","SE","PIRAMBU"
"73016","1717206","TO","PIRAQUE"
"98434","1303569","AM","RIO PRETO DA EVA"
"18236","2411205","RN","SANTA CRUZ"
"51616","3158102","MG","SANTA MARIA DO SALTO"
"1457","1200500","AC","SENA MADUREIRA"
"39454","2932309","BA","UBATA"
"61360","3505351","SP","BARRA DO CHAPEU"
"88420","4302055","RS","BENJAMIN CONSTANT DO SUL"
"34037","2905206","BA","CAETITE"
"1015","1200179","AC","CAPIXABA"
"43354","3116803","MG","COLUNA"
"5851","1502772","PA","CURIONOPOLIS"
"93556","1707702","TO","FILADELFIA"
"14214","2306009","CE","IRACEMA"
"36552","2917706","BA","JAGUARARI"
"38334","2926608","BA","RIBEIRA DO POMBAL"
"51039","3155207","MG","RIO ESPERA"
"11991","2210003","PI","SAO JOAO DO PIAUI"
"21997","2514909","PB","SAO MAMEDE"
"15733","2313609","CE","UBAJARA"
"73458","1721257","TO","TUPIRAMA"
"39594","2933000","BA","VALENTE"
"31194","2801009","SE","CAMPO DO BRITO"
"74853","4104402","PR","CANDIDO DE ABREU"
"40126","3122355","MG","DIVISA ALEGRE"
"46493","3132503","MG","ITAMARANDIBA"
"46558","3132800","MG","ITAMBE DO MATO DENTRO"
"36439","2917102","BA","ITORORO"
"14753","2308708","CE","MORADA NOVA"
"11398","2207009","PI","OEIRAS"
"49735","3148707","MG","PEDRA AZUL"
"39217","2931103","BA","TANQUINHO"
"26174","2615904","PE","TUPARETAMA"
"93505","5222302","GO","VILA PROPICIO"
"10677","2203404","PI","DOM EXPEDITO LOPES"
"44610","3123106","MG","DORES DE GUANHAES"
"35092","2910503","BA","ENTRE RIOS"
"11010","2205102","PI","ITAUEIRA"
"31690","2803500","SE","LAGARTO"
"48194","3141009","MG","MATO VERDE"
"31895","2804508","SE","NOSSA SENHORA DA GLORIA"
"17930","2409704","RN","PEDRO AVELINO"
"75620","4122172","PR","RIO BRANCO DO IVAI"
"41351","3106804","MG","BIAS FORTES"
"41556","3107802","MG","BOM JESUS DO GALHO"
"41882","3116159","MG","CHAPADA GAUCHA"
"27472","2702405","AL","DELMIRO GOUVEIA"
"20672","2508307","PB","LAGOA SECA"
"98396","1302553","AM","MANAQUIRI"
"1023","1200807","AC","PORTO ACRE"
"15377","2311801","CE","RUSSAS"
"38946","2929750","BA","SAUBARA"
